R,G,B
57,26,41
41,28,37
20,19,24
25,24,29
49,44,51
42,43,48
18,32,33
17,33,33
21,29,32
31,28,35
37,35,40
36,37,41
34,39,42
28,32,33
32,36,37
39,45,45
25,16,17
30,30,28
38,47,42
46,52,48
40,40,40
39,37,38
26,30,29
25,36,32
34,43,42
26,24,27
41,32,37
33,27,31
36,38,37
34,43,40
26,30,29
38,34,35
33,27,31
37,38,40
18,20,19
36,27,30
54,33,40
48,29,35
24,15,18
45,41,40
24,23,21
25,27,24
32,45,38
25,40,33
42,44,41
45,34,38
39,30,33
46,44,45
30,41,43
31,34,43
35,27,38
46,31,36
35,20,17
37,29,26
36,31,35
38,31,38
30,13,21
39,15,28
43,29,46
44,50,64
33,61,62
29,67,56
23,50,43
26,42,42
56,40,27
44,29,36
35,27,42
21,17,18
46,44,29
40,37,28
22,21,29
20,22,34
16,25,22
15,25,14
26,31,27
24,23,31
33,28,35
30,26,25
37,33,32
32,27,31
4,18,18
19,39,28
20,41,24
29,43,30
27,27,27
40,27,34
50,34,35
56,43,35
39,32,22
27,23,20
35,33,36
40,36,37
26,23,18
34,34,24
36,41,35
36,44,46
33,28,25
48,40,37
34,29,25
37,37,37
43,46,51
38,41,46
34,35,39
29,30,34
24,29,33
21,26,29
29,29,29
38,37,33
20,22,21
31,36,39
38,44,44
30,32,31
21,25,28
37,41,42
34,39,35
25,30,23
34,40,28
28,32,18
28,30,17
47,47,37
35,32,27
36,31,28
35,30,27
42,38,35
21,20,15
32,35,24
36,42,28
22,31,14
37,30,22
35,25,26
29,22,30
20,20,30
25,33,35
31,38,31
31,26,20
47,28,30
63,39,53
49,28,45
27,16,24
22,17,13
39,33,21
51,45,33
50,47,42
45,46,48
72,41,38
60,37,31
44,29,22
52,37,34
59,39,40
47,28,30
36,27,30
30,32,31
32,38,36
29,31,30
43,43,41
30,37,30
25,41,30
20,41,24
23,40,22
27,38,22
34,36,14
40,40,38
27,38,44
0,31,23
0,38,15
13,30,14
29,23,25
26,20,22
27,34,26
24,31,23
38,20,32
54,16,37
56,23,32
48,34,33
33,27,37
18,11,42
29,36,29
42,30,30
48,22,25
65,40,43
51,40,38
23,20,15
27,24,19
35,30,27
21,21,21
31,42,38
25,41,38
20,37,31
32,43,37
25,27,22
29,26,21
35,25,23
27,36,43
32,30,35
29,24,21
24,30,18
19,36,20
17,27,18
30,26,27
30,28,33
20,28,30
13,24,20
30,27,22
43,32,28
42,37,31
36,38,37
45,40,47
57,38,57
57,57,47
53,44,45
48,32,45
46,22,46
51,22,50
53,25,48
53,29,45
47,32,39
32,30,31
7,17,16
12,26,26
17,27,28
32,34,33
32,25,17
49,41,22
50,43,15
39,24,43
31,26,48
11,20,37
16,35,39
22,35,25
37,30,20
53,24,28
38,7,25
30,16,33
30,35,41
20,34,34
28,39,43
15,21,35
26,23,42
40,28,38
48,32,33
40,16,42
22,19,28
22,35,28
25,33,22
38,23,20
49,19,21
40,19,14
39,35,23
38,38,30
24,11,20
40,21,40
36,30,42
27,39,37
38,51,41
45,37,35
53,22,30
53,25,37
51,36,43
30,24,28
32,23,28
51,40,48
37,35,40
14,26,26
16,30,30
19,27,29
37,41,44
34,44,45
13,29,26
31,43,41
41,47,47
34,43,42
16,31,26
40,36,35
37,42,38
46,55,50
49,55,51
33,31,32
42,38,39
42,44,43
26,38,36
20,35,32
22,31,30
23,24,26
25,31,31
26,38,34
19,34,29
21,30,27
17,17,17
6,21,14
8,21,14
24,35,29
26,30,29
44,32,36
56,24,35
57,16,30
50,20,30
29,20,23
23,29,27
34,40,38
32,32,30
40,39,37
34,36,31
24,35,27
27,40,31
31,43,43
22,26,35
23,20,31
41,29,31
43,28,23
41,33,30
31,32,34
25,29,32
32,21,25
42,16,27
55,32,52
21,23,38
15,45,43
15,53,38
32,53,46
44,43,49
49,46,31
52,50,51
33,30,39
31,27,28
41,32,23
49,40,33
34,27,34
22,19,30
25,20,26
37,27,26
54,44,43
34,29,35
25,28,33
19,28,27
35,37,36
27,23,22
15,35,33
13,30,20
14,26,12
27,35,24
30,32,31
40,35,39
40,30,29
33,23,14
41,32,23
23,19,16
25,25,27
33,33,33
30,30,22
40,42,31
39,44,38
19,29,30
37,31,35
48,35,29
52,39,31
41,45,46
21,40,47
29,44,47
20,22,17
27,29,26
9,18,25
19,23,32
46,38,36
48,35,27
19,18,16
22,36,39
28,42,42
26,32,22
35,36,38
38,43,39
27,34,26
21,32,16
25,37,17
25,33,12
24,25,9
37,31,19
49,36,30
49,33,33
38,22,23
43,33,31
35,35,27
30,41,25
21,43,20
18,44,17
29,29,21
35,29,29
39,30,35
28,26,31
24,30,30
25,31,27
29,28,24
47,32,37
44,27,37
38,25,35
32,25,32
35,30,27
41,32,27
38,29,22
39,36,31
46,51,47
55,36,30
46,25,22
41,20,19
50,31,33
50,38,42
36,29,36
36,28,39
47,39,52
33,27,39
31,31,39
40,45,49
19,28,27
25,31,27
32,42,33
22,36,23
18,35,19
31,36,32
28,26,31
34,32,45
21,38,45
0,25,19
13,36,26
32,39,31
25,26,20
26,31,25
28,27,25
53,33,35
61,31,33
38,19,13
35,31,22
42,38,39
34,20,33
30,20,19
56,31,35
49,20,24
48,38,36
21,28,20
19,22,15
40,26,26
38,26,28
34,43,40
19,44,38
7,26,22
27,28,30
36,34,35
22,27,21
11,21,12
24,34,25
11,33,30
22,32,31
35,37,34
23,33,24
22,34,22
16,17,11
41,25,26
41,25,28
36,30,30
35,34,32
35,24,22
41,25,25
44,40,37
37,48,44
38,43,46
48,42,52
40,56,55
31,39,42
32,31,37
45,37,48
43,35,48
30,24,34
23,20,29
29,28,34
32,36,39
12,22,21
17,32,25
18,31,21
27,35,24
21,21,9
38,32,18
40,31,16
18,21,30
25,21,35
23,21,34
22,32,33
18,31,21
38,34,25
46,22,22
42,21,26
26,26,28
4,19,12
18,29,23
24,26,25
19,22,27
16,21,25
44,38,42
44,22,25
24,15,20
29,37,40
25,45,46
17,25,27
40,24,24
54,24,24
31,11,12
20,19,17
21,27,25
32,33,27
21,21,13
31,41,33
30,52,49
18,38,39
36,31,38
50,20,30
38,38,36
25,31,27
24,30,26
44,40,41
38,27,31
16,14,17
16,26,25
24,36,34
35,41,41
30,40,39
16,37,32
9,32,24
34,40,38
35,24,28
30,19,23
31,27,26
26,25,21
37,39,36
40,42,39
47,38,39
47,28,34
58,37,44
49,38,44
25,34,33
27,46,42
24,43,39
18,37,33
24,45,40
22,48,39
20,41,34
27,33,31
30,26,27
11,42,26
8,21,11
33,32,28
30,26,25
35,29,29
52,31,38
60,26,40
46,18,30
28,22,26
20,24,23
39,39,39
49,45,44
43,48,41
16,32,19
17,27,16
40,36,27
43,32,38
22,22,32
15,28,34
25,36,28
42,40,27
49,35,32
44,35,40
24,28,29
13,23,15
34,36,33
60,52,65
33,24,41
34,35,40
36,46,38
44,49,43
38,37,42
37,40,33
33,43,34
31,40,35
43,43,45
41,26,31
47,27,28
45,29,29
49,39,47
45,33,47
41,19,32
53,31,33
44,33,29
33,37,40
13,23,33
29,34,37
36,36,26
25,41,40
18,29,21
28,34,22
33,34,26
34,32,33
27,25,28
25,21,18
16,12,1
31,27,16
48,44,41
30,30,32
22,26,25
30,36,26
21,27,15
27,29,24
35,36,40
37,34,29
31,27,24
57,53,52
45,45,47
30,34,37
20,23,28
24,28,31
25,30,33
18,23,26
20,26,26
31,36,32
33,35,30
40,42,39
33,38,34
31,33,32
32,34,31
37,37,37
37,37,35
40,41,35
40,42,29
33,36,19
31,34,15
30,31,15
25,26,12
40,40,32
42,41,37
34,34,32
36,38,35
26,31,24
23,31,18
31,40,23
37,49,29
33,43,42
41,41,39
40,32,29
38,33,29
33,35,32
27,30,35
30,29,37
34,24,33
34,25,28
32,31,27
31,33,30
33,31,34
38,27,35
35,20,25
28,23,19
28,31,20
23,26,19
41,33,31
51,36,39
45,34,38
36,37,41
31,36,42
31,29,40
38,25,42
37,24,41
33,30,41
31,36,42
27,30,35
38,33,39
48,39,42
22,24,21
28,41,34
29,26,37
32,25,32
44,37,45
41,43,58
16,25,40
22,37,34
26,39,19
27,34,18
27,28,30
33,28,34
56,45,39
51,40,20
27,21,5
28,27,23
44,40,41
33,23,21
37,21,22
55,33,36
38,19,21
29,34,27
0,23,9
13,31,19
37,33,30
36,27,28
32,38,36
27,46,42
22,32,31
34,25,30
33,16,22
34,28,28
25,37,27
31,53,40
18,44,33
24,44,35
33,44,38
21,30,25
27,32,26
32,27,23
50,35,32
39,19,18
44,29,26
45,31,30
45,31,31
50,38,40
39,35,36
37,43,41
38,47,46
32,38,38
18,28,40
25,34,41
32,42,41
43,53,45
38,48,39
29,42,35
16,32,31
15,30,33
28,35,41
33,35,34
42,43,35
29,36,20
25,38,20
26,38,24
39,41,38
32,26,30
13,29,26
27,29,28
30,21,22
30,26,25
24,25,20
38,33,29
31,20,16
34,30,19
36,47,31
20,37,19
32,40,27
33,33,25
19,22,13
26,31,24
47,42,39
39,20,24
28,32,18
32,47,42
18,37,43
14,25,31
42,36,40
48,32,33
28,16,20
27,28,33
26,35,32
25,36,19
29,42,16
22,44,23
12,42,34
19,42,48
21,25,37
32,18,31
16,40,26
15,39,25
11,28,18
27,32,26
34,33,31
24,29,25
26,41,36
30,41,37
27,31,30
39,50,46
27,53,44
12,35,25
31,27,26
44,17,24
42,13,18
34,18,19
35,34,30
51,52,47
33,29,28
33,17,20
55,25,35
64,32,43
50,30,39
41,42,44
24,39,36
6,25,21
14,33,29
17,38,33
15,38,30
23,38,33
23,21,22
49,34,39
18,51,30
22,33,19
36,25,21
44,33,31
50,44,44
53,47,49
38,27,33
38,29,34
32,32,34
25,27,26
36,36,34
42,44,39
39,51,39
25,37,23
40,33,23
60,31,27
40,21,27
23,22,30
16,36,37
10,34,20
27,36,17
45,32,24
53,34,40
28,24,25
11,27,16
13,33,21
28,36,39
48,35,52
56,34,46
55,40,35
31,31,23
19,28,27
35,31,28
13,25,13
27,49,36
28,38,37
37,24,33
52,26,29
45,24,21
48,37,41
39,28,45
36,15,30
52,26,27
54,35,29
43,41,46
20,26,42
33,36,41
52,50,37
28,33,36
29,36,29
53,56,45
49,49,41
41,35,37
28,23,27
31,33,28
34,42,27
22,26,12
52,48,45
44,39,43
34,36,35
25,37,25
7,19,5
30,31,26
48,37,45
30,30,18
17,26,23
26,33,39
50,44,46
45,29,29
34,23,29
39,43,55
25,32,40
35,37,32
21,27,17
28,45,39
27,49,47
31,40,35
44,35,26
55,46,41
29,26,33
29,27,32
34,32,35
52,47,44
50,43,35
36,30,18
34,31,16
43,44,30
34,42,29
23,36,27
16,33,27
18,37,35
24,38,38
14,23,20
24,25,20
41,36,30
32,23,16
19,41,38
25,34,29
30,26,17
39,30,23
38,34,33
30,30,38
33,31,44
30,27,36
35,35,35
29,39,30
19,32,23
21,25,28
43,31,43
57,39,51
44,36,34
25,29,15
31,42,38
41,43,42
48,44,45
42,42,42
37,46,45
35,45,44
30,31,33
34,25,30
42,31,39
41,39,44
34,38,41
34,33,38
38,31,38
47,37,45
26,25,30
27,37,38
46,25,32
38,27,31
41,39,44
42,39,50
42,34,45
42,37,34
31,33,19
32,38,24
31,37,33
23,32,31
24,36,26
17,26,9
30,30,18
44,35,36
43,38,44
10,13,18
34,39,35
36,37,32
30,29,25
35,42,34
13,33,21
11,35,22
25,41,31
37,39,38
14,14,16
23,29,29
37,47,48
41,42,44
40,25,30
45,26,30
43,35,33
35,40,33
37,51,38
32,49,39
26,41,36
29,35,35
33,29,30
42,37,34
46,42,33
34,28,16
43,29,20
49,34,29
28,18,17
35,30,34
48,43,49
48,42,46
30,30,28
21,28,21
40,20,32
46,37,42
35,37,34
25,30,24
22,27,20
37,48,40
27,48,41
14,37,31
27,36,35
33,18,23
45,23,26
43,35,33
25,42,32
12,39,30
20,39,37
29,32,37
29,37,40
41,45,44
27,26,24
32,26,30
27,21,31
26,23,32
15,17,16
27,29,16
33,34,18
37,39,26
29,39,28
24,40,27
4,21,5
30,33,24
44,29,36
51,23,45
36,32,33
31,32,34
12,20,22
17,25,27
33,34,36
26,22,23
26,20,20
45,39,39
43,40,35
27,27,19
32,38,28
22,35,25
8,24,21
27,42,45
24,31,39
24,22,33
8,26,10
33,54,39
23,39,26
18,25,17
25,32,24
23,40,30
29,51,39
33,46,39
30,30,28
24,30,26
13,35,23
26,46,35
49,44,41
54,28,31
41,19,21
38,35,30
32,27,24
37,36,32
22,22,20
38,28,29
54,33,40
53,27,36
34,17,25
20,18,21
24,28,29
20,21,23
35,33,36
38,38,40
31,33,32
37,35,36
35,20,25
61,34,43
22,46,24
13,27,10
31,34,23
46,41,35
41,31,30
43,34,37
37,35,38
25,25,27
33,33,35
24,26,25
22,28,24
23,33,24
33,39,27
37,33,21
51,34,24
52,28,18
30,36,32
27,32,36
30,35,41
26,36,27
31,39,18
45,43,30
54,42,44
44,32,34
42,35,27
23,24,16
9,10,14
35,29,43
41,30,34
41,34,24
29,32,21
28,40,36
50,35,30
31,41,33
24,51,42
15,34,28
38,30,28
65,36,38
48,23,27
29,24,31
28,31,38
40,34,38
56,34,36
55,30,34
47,31,41
36,30,42
41,35,39
51,40,36
56,49,56
43,44,39
44,50,38
45,42,35
45,33,37
40,31,36
26,33,26
19,40,21
26,43,25
32,28,25
41,28,35
39,39,37
27,48,33
21,42,25
42,41,37
42,16,27
38,35,28
33,35,32
26,27,31
48,43,47
37,28,31
39,34,40
36,39,48
23,28,32
30,35,31
26,31,24
31,42,36
31,43,39
15,20,14
28,23,17
52,47,43
27,25,26
18,15,26
28,23,30
41,36,40
29,24,21
27,22,16
28,25,16
40,40,32
35,37,32
32,38,38
21,30,35
21,30,37
28,37,44
25,32,38
25,30,33
29,31,28
13,15,10
15,51,37
17,34,24
34,29,26
42,30,30
38,32,34
33,32,37
27,28,33
29,30,35
26,34,36
22,41,37
17,38,33
23,32,31
42,33,38
54,37,43
51,41,42
44,45,40
40,40,42
31,32,34
30,34,33
31,36,30
39,42,35
38,41,30
33,37,23
44,46,33
36,38,25
38,38,28
40,39,34
31,33,28
19,25,23
23,33,34
26,37,39
20,31,35
60,26,17
15,3,3
19,24,28
29,27,28
40,22,18
48,27,22
46,36,34
26,29,22
17,29,15
19,41,28
16,43,36
0,17,15
28,24,21
41,25,25
37,34,43
10,25,44
2,34,21
7,31,18
23,33,25
37,36,31
24,29,22
6,28,16
13,41,29
26,37,33
38,32,36
16,11,15
19,33,33
26,45,41
35,31,32
36,6,14
45,14,20
44,24,25
28,30,19
23,35,25
15,30,25
35,36,40
20,14,18
23,22,18
23,34,18
32,40,19
45,38,22
36,23,15
26,22,21
39,40,44
29,22,30
39,22,30
45,33,33
26,27,19
79,33,35
70,42,41
42,32,33
29,24,28
30,25,31
44,48,47
26,46,35
8,32,16
21,26,19
44,17,24
57,15,35
42,21,38
13,31,35
10,47,40
15,45,37
15,28,21
33,24,43
53,56,63
30,38,40
41,41,51
30,25,48
14,14,38
13,17,28
39,34,31
50,31,27
48,34,34
31,46,43
2,40,27
8,39,24
23,25,22
44,19,40
58,20,59
38,18,45
40,26,39
29,24,21
29,30,24
24,29,23
15,15,13
31,24,16
51,34,26
42,23,19
56,39,49
8,0,16
21,19,32
27,28,30
21,23,18
37,41,42
25,28,35
39,36,27
45,48,37
34,40,28
28,31,22
15,25,14
12,36,22
23,54,38
17,30,21
27,23,20
30,31,26
20,37,27
27,47,36
37,34,29
43,25,25
31,26,22
28,49,34
42,37,34
20,21,16
14,19,15
42,42,40
40,31,34
41,29,33
43,34,39
23,21,24
23,18,22
49,34,41
57,34,44
63,40,50
46,29,35
43,26,32
46,20,29
48,15,24
29,42,22
31,56,34
25,53,31
11,19,8
37,23,23
32,13,17
39,28,34
47,41,45
35,30,34
18,22,21
19,32,23
32,44,32
45,38,28
40,17,9
44,28,15
44,41,22
8,49,31
13,27,28
27,14,24
45,27,25
34,33,13
32,45,27
34,39,35
47,28,32
48,17,15
57,27,27
42,29,38
34,37,46
30,42,38
31,44,26
42,53,37
38,47,42
61,34,25
60,62,61
13,43,43
16,42,33
35,31,19
60,30,30
46,19,34
21,19,32
26,41,38
34,40,30
41,22,26
45,14,30
50,26,40
52,40,44
52,40,42
60,41,47
70,54,64
49,48,44
35,43,30
37,34,27
37,20,26
41,28,35
14,25,17
7,36,14
20,43,23
31,27,24
50,33,41
37,36,34
26,50,34
18,45,26
37,33,30
57,21,35
39,33,35
45,34,30
61,52,47
36,40,41
24,39,46
27,38,42
34,36,33
37,39,36
23,31,34
42,47,51
27,22,18
36,26,17
33,30,25
15,24,23
24,30,28
49,49,39
20,16,31
27,24,35
31,30,35
15,17,14
31,34,27
32,33,27
36,35,31
27,21,23
37,25,35
35,22,39
25,13,33
30,26,43
40,44,55
21,35,38
14,36,33
23,50,41
18,62,35
8,28,16
31,26,32
40,24,35
42,31,37
41,40,36
23,25,20
26,30,29
32,43,47
10,34,38
2,28,27
20,32,28
42,35,29
43,25,23
35,23,25
35,33,38
44,28,38
45,40,44
45,51,47
34,37,28
30,26,14
34,28,12
32,34,12
42,55,27
39,52,26
27,30,9
41,39,24
40,46,34
16,36,25
3,33,25
31,56,53
31,49,51
37,22,27
44,25,31
41,22,28
38,26,30
28,30,29
17,34,28
5,26,19
27,39,35
19,17,18
31,20,24
48,37,41
39,39,39
27,36,33
29,40,36
26,32,30
21,23,22
48,27,10
48,36,14
34,20,9
45,13,26
61,18,46
48,24,40
31,37,27
20,44,22
12,32,20
23,33,25
30,29,24
43,29,26
63,37,46
37,24,33
14,38,25
0,59,21
40,26,25
41,17,31
44,23,40
34,34,32
23,40,24
22,33,25
27,24,31
33,32,37
29,41,29
30,47,31
20,24,25
39,39,49
25,41,38
1,35,18
7,41,27
28,49,52
47,46,26
53,33,32
55,19,29
43,14,16
34,30,19
20,31,23
31,36,42
39,29,40
32,13,17
39,27,29
44,41,52
22,23,43
26,25,43
46,40,54
27,22,44
16,12,45
7,17,19
29,32,51
41,33,54
49,35,32
49,36,19
34,24,22
43,31,53
37,20,38
45,26,19
34,28,12
27,38,40
12,20,41
47,36,52
57,33,29
50,35,28
44,44,46
13,23,25
30,28,33
42,22,31
50,20,30
38,8,16
27,4,10
45,29,32
56,37,43
49,28,37
45,25,36
34,24,33
16,19,24
14,24,25
12,17,20
31,26,30
53,38,45
34,40,30
31,31,23
46,35,31
41,26,23
45,34,30
39,34,28
36,33,26
38,35,30
31,23,20
38,30,28
42,38,37
30,34,33
16,26,25
27,37,38
33,34,38
41,36,43
46,22,35
47,31,32
31,24,14
33,33,21
40,40,38
33,30,39
40,29,46
47,33,48
38,25,32
30,25,22
35,35,35
25,25,33
30,29,43
28,22,34
32,19,26
47,29,27
56,37,20
48,33,40
40,35,55
34,35,39
41,36,17
40,24,8
28,17,21
33,45,57
23,47,47
18,30,18
37,24,16
34,22,26
23,36,45
8,36,40
15,25,27
31,12,16
38,33,53
9,17,36
10,26,41
13,17,26
43,38,35
31,30,26
7,16,21
10,17,36
31,27,50
41,33,44
41,46,39
37,51,36
18,27,22
25,24,29
29,33,34
34,47,37
35,44,13
54,37,27
56,30,33
30,25,21
40,51,43
28,27,35
51,28,56
36,22,47
14,27,33
2,21,19
31,25,35
54,33,48
39,30,31
43,54,38
54,50,39
74,43,49
77,54,64
72,57,64
35,31,32
25,34,29
26,43,33
16,36,25
21,37,26
12,19,11
26,23,18
52,40,40
52,38,38
41,31,32
37,39,38
1,16,13
12,41,36
10,45,38
28,29,21
51,46,42
37,32,36
23,30,38
40,55,58
31,36,29
39,25,12
49,32,24
47,42,39
32,35,28
30,30,18
35,35,25
24,32,35
21,34,42
40,45,41
52,44,23
34,39,17
31,45,22
19,37,13
16,28,8
48,46,33
46,39,29
34,34,24
29,39,28
30,42,32
40,42,37
34,30,29
30,29,27
19,25,23
22,31,30
28,28,30
43,32,38
27,50,32
26,27,21
48,33,38
38,37,43
10,26,26
21,33,29
28,23,19
43,28,23
46,42,33
33,38,31
25,25,25
34,21,30
42,25,33
35,23,25
31,22,17
26,17,8
38,43,39
52,40,42
56,34,37
44,28,29
48,38,37
46,29,35
51,25,38
49,31,47
38,38,50
11,19,30
17,17,29
34,29,35
30,32,27
25,36,19
37,39,15
54,39,16
47,28,34
44,27,33
34,19,24
23,17,19
25,29,28
32,44,40
23,38,33
27,38,34
29,31,30
46,42,43
38,32,34
31,29,30
34,36,35
24,30,28
19,25,23
24,30,28
49,38,16
56,43,34
43,32,36
37,32,38
35,34,40
25,24,30
27,24,31
31,33,30
29,37,24
26,32,20
21,20,18
34,24,33
49,42,49
25,27,22
19,31,21
30,46,36
48,47,43
43,36,43
45,40,47
32,43,39
13,31,17
9,14,8
29,13,23
55,40,47
47,46,41
29,41,31
10,22,20
27,41,42
23,48,42
8,39,24
20,37,31
49,48,56
37,39,26
37,24,18
40,14,17
49,29,30
28,27,23
21,36,31
25,35,34
33,28,32
48,35,42
35,28,35
31,34,41
18,25,35
26,28,41
26,25,43
25,23,44
30,35,57
33,34,52
34,28,42
36,25,31
33,32,27
28,38,29
17,26,23
31,32,36
35,36,38
21,32,24
18,36,24
18,30,26
29,29,37
35,32,43
41,36,42
38,30,28
50,37,31
22,36,37
26,30,33
35,24,30
48,27,34
48,27,32
44,29,32
45,35,36
41,30,34
47,32,39
33,20,29
25,20,26
27,35,38
19,33,33
21,33,33
25,26,28
30,24,28
29,39,30
11,12,6
36,28,25
52,41,39
50,40,38
37,34,29
34,33,28
33,30,25
42,34,31
46,36,35
25,19,19
35,37,34
37,43,41
31,37,37
38,36,39
39,29,37
32,28,43
30,29,35
30,31,26
34,37,28
31,33,28
27,28,30
33,34,38
35,37,34
37,43,31
26,33,17
42,48,38
33,37,40
18,20,33
22,21,37
38,38,48
41,40,45
44,33,31
34,30,29
28,28,28
41,38,33
45,36,31
54,45,48
31,30,36
32,34,33
29,29,21
32,28,25
31,31,39
24,28,39
38,44,44
35,38,31
20,24,23
16,22,34
33,23,31
31,30,38
39,39,51
24,21,30
39,28,34
32,21,25
22,17,21
38,35,42
31,23,34
36,24,34
37,30,38
35,32,41
22,19,30
21,15,25
27,22,26
34,35,30
26,33,26
35,34,40
38,32,46
33,30,37
26,27,29
32,26,36
45,32,50
44,32,46
13,9,8
30,31,23
42,36,36
45,39,41
44,45,37
38,47,28
22,29,13
40,39,35
40,41,43
44,45,47
49,51,50
42,47,43
34,39,35
25,27,22
20,23,16
28,29,23
17,18,12
27,28,23
29,30,25
23,25,22
24,28,27
25,34,33
17,27,26
16,28,28
25,31,21
32,30,35
29,23,33
33,38,34
45,56,39
37,39,25
35,25,26
34,21,30
28,27,25
21,25,11
31,31,19
28,27,22
22,27,23
26,37,31
26,33,26
28,24,21
35,52,36
30,42,28
32,38,26
41,44,35
28,29,21
29,28,23
32,29,24
37,32,29
42,38,35
31,31,29
36,41,37
26,30,29
23,25,24
34,36,35
8,12,11
19,25,23
39,40,42
38,34,35
43,33,32
39,34,30
31,34,27
40,45,39
34,30,31
36,25,31
50,41,46
36,34,35
41,43,38
32,31,26
45,38,32
43,33,31
37,31,31
31,31,31
29,47,33
38,43,36
37,33,30
25,29,28
41,51,52
49,48,56
51,39,51
45,35,46
36,41,45
36,45,44
26,25,23
42,32,30
40,37,30
23,29,15
40,38,25
46,32,23
51,25,34
36,19,25
24,18,20
12,14,13
21,27,25
31,37,35
27,33,31
22,26,25
22,26,25
38,40,39
27,25,26
31,25,27
38,32,34
25,23,24
21,25,24
21,32,28
43,46,25
30,21,22
28,22,36
27,41,44
8,37,32
12,31,35
35,34,50
32,22,33
36,36,28
35,37,26
29,23,27
34,28,42
44,52,54
21,39,27
21,23,20
42,24,38
15,38,30
18,34,31
25,37,35
19,34,29
15,28,21
24,23,21
40,21,25
54,33,38
39,30,31
29,34,30
18,29,23
20,35,30
19,38,32
22,39,33
30,32,31
44,31,38
42,44,41
37,28,21
43,26,19
50,38,42
25,28,35
21,37,36
24,37,28
26,26,24
32,26,36
34,32,43
27,37,36
24,36,32
29,36,44
34,35,56
23,28,47
15,28,36
41,32,59
30,20,29
34,31,22
28,40,30
19,41,38
6,25,21
17,30,20
33,53,42
9,39,31
18,40,37
23,28,24
41,35,35
25,25,33
18,28,38
25,26,28
47,35,23
20,40,39
22,32,34
34,32,37
41,30,36
37,28,31
33,29,28
25,25,23
24,22,23
45,36,41
34,25,30
22,21,26
31,43,43
14,33,31
30,49,45
30,39,38
23,24,26
29,38,33
27,29,26
34,28,28
39,29,28
49,41,39
37,36,32
25,28,21
30,29,24
51,46,42
39,29,28
37,32,29
40,41,36
44,49,45
44,46,43
21,17,18
38,26,30
13,27,38
5,16,20
17,23,19
29,30,22
29,30,24
36,38,37
34,43,40
28,41,31
23,38,19
21,33,13
32,35,24
27,27,29
29,27,40
26,29,44
25,36,42
25,41,41
16,24,27
27,33,29
42,42,30
45,36,27
28,22,24
24,26,39
20,23,30
33,20,14
58,34,24
47,35,37
23,32,49
8,21,37
39,36,31
45,29,14
27,27,25
22,48,63
35,30,26
32,24,21
52,42,43
39,32,39
27,19,30
43,32,40
57,43,43
52,41,35
24,19,15
35,28,36
40,25,48
27,11,38
25,16,37
29,27,38
38,33,39
39,28,34
25,34,43
18,25,43
32,37,57
25,27,40
31,32,36
34,31,38
45,39,51
35,28,35
33,26,18
37,33,21
23,20,13
15,16,11
27,33,23
31,42,25
17,31,18
26,42,39
16,43,36
31,52,47
45,57,53
35,37,36
29,23,23
41,31,30
44,36,34
39,38,33
18,23,16
16,27,19
23,39,29
33,46,39
32,38,36
32,30,31
28,17,23
38,23,30
26,36,27
26,29,36
31,29,40
46,46,36
40,43,16
32,33,15
32,29,36
30,27,44
21,22,24
20,22,9
35,35,23
26,23,16
22,23,15
35,41,31
19,28,23
11,18,26
27,39,37
25,25,27
33,22,28
48,37,43
33,33,35
39,40,42
42,36,40
41,26,33
31,20,26
24,25,27
13,28,23
20,32,28
27,31,30
33,33,33
18,27,24
10,31,24
41,20,35
46,35,41
43,38,35
48,37,31
48,30,26
39,29,28
26,25,30
37,34,43
42,30,42
31,20,28
37,39,34
23,34,20
33,36,25
48,43,40
35,34,39
27,36,41
19,40,23
37,47,38
34,38,37
15,29,29
26,47,50
32,45,51
38,37,45
39,37,42
31,36,30
46,52,40
42,33,24
51,37,28
52,45,37
31,36,29
32,34,31
33,24,27
53,26,35
35,20,25
32,32,32
23,32,29
26,35,32
25,27,26
26,26,26
26,28,27
17,23,21
20,26,24
29,29,29
38,29,32
39,24,29
40,31,34
40,42,41
28,40,36
25,36,32
23,23,25
15,8,16
19,19,31
25,39,50
16,36,43
16,31,36
30,38,41
38,39,41
51,47,48
36,27,28
27,23,22
33,43,42
25,41,40
28,33,37
43,33,42
0,43,34
4,38,24
17,39,27
24,35,31
31,32,36
35,31,32
30,25,21
29,26,21
32,32,32
37,35,38
39,34,31
34,26,23
34,28,28
41,39,44
33,34,36
27,29,24
40,39,45
36,28,25
46,32,29
33,24,29
20,24,35
10,24,25
18,28,19
19,20,15
27,24,33
39,42,51
22,34,30
21,33,23
25,28,33
44,45,63
32,40,53
15,31,31
35,17,41
18,17,23
28,44,33
30,46,35
34,43,38
25,31,29
14,29,24
27,47,38
30,42,38
37,33,34
33,21,25
37,27,35
26,29,38
17,26,33
28,37,34
31,35,21
20,38,38
22,32,34
37,38,42
34,29,33
23,21,22
21,23,22
16,20,19
24,24,24
25,19,21
28,22,26
20,20,22
19,29,28
5,21,18
27,43,40
28,40,38
20,26,26
26,27,29
37,32,36
30,19,23
22,10,14
36,27,28
32,32,30
23,25,20
31,32,27
41,38,33
46,38,35
36,33,28
39,42,35
30,37,30
27,32,26
31,27,24
31,21,20
14,33,31
10,23,16
26,29,20
30,26,17
32,24,22
38,31,38
31,30,38
27,31,34
30,35,31
31,32,26
32,27,24
37,26,32
